expTime,trial,eyeX,eyeY,headX,headY

13.6354625221,1,0.374706255642,0.507357677049,3683.51321,7605.42152

13.663040725,1,0.374988563872,0.505451791443,2424.48368,5173.31372

13.6956397152,1,0.374860857694,0.509209284107,1867.95857,4519.40144

13.729123809,1,0.370587721561,0.473148526554,1560.7330025,4243.00091

13.7615269762,1,0.379032592837,0.307738570242,799.618775,3195.09536

13.7918918597,1,0.391340585837,0.184052749752,668.0193125,3363.24371

13.8279733796,1,0.391340585837,0.184052749752,639.0563,3413.79932

13.8585603601,1,0.391340585837,0.184052749752,639.0563,3413.79932

13.9016278763,1,0.391340585837,0.184052749752,639.0563,3413.79932

13.9272860285,1,0.394019186492,0.341494324045,-554.713915,4130.3018525

13.9713679654,1,0.384486154621,0.497061264018,-959.9232775,3881.932655

14.0027287958,1,0.31735795157,0.480819894834,-1861.8715075,4130.5741025

14.0287424673,1,0.250003949189,0.470299978173,-2425.45225,4399.4628725

14.0623628572,1,0.238570564333,0.472181824329,-1358.9844925,4228.4499125

14.0959799628,1,0.241204587931,0.470886477508,-1493.086315,4722.879605

14.129267002,1,0.242239783739,0.472761301613,-1195.2323275,4824.115565

14.1690441168,1,0.241380415278,0.472185999602,-961.5733375,5239.35104

14.1947067848,1,0.239701687445,0.469160508211,-1250.8621375,5329.6797875

14.2355927423,1,0.240899754899,0.467094886781,-1155.552025,5826.1358975

14.2727186516,1,0.243336686478,0.467634698972,-1049.7632575,6151.9572275

14.301820333,1,0.243668848553,0.469555071511,-1328.99728,6186.654275

14.3348918437,1,0.24214806999,0.46989345841,-1605.60715,6334.607615

14.3690672707,1,0.241135083952,0.469326570206,-2029.1425825,6366.92756

14.3943567665,1,0.243972460836,0.471384663492,-2412.2391925,6641.0111075

14.428760859,1,0.243723073471,0.472615799675,-2799.3790975,6988.05878

14.4688885669,1,0.242048992363,0.470735535062,-3102.47365,7270.156085

14.5032594064,1,0.242752459264,0.470618374371,-3308.0533825,7563.893495

14.5357713641,1,0.242395291508,0.471744306326,-3544.3280875,7769.1562475

14.5703392582,1,0.238314758187,0.472402987275,-3776.9809675,7830.578165

14.6050274378,1,0.234551541048,0.475745862676,-4338.6994075,7533.41153

14.6371982447,1,0.233940654234,0.474708433856,-5069.8855975,6997.6315625

14.6708527087,1,0.230540787359,0.47660571587,-5969.424145,6957.743765

14.7014770474,1,0.230119234897,0.485405230265,-6757.6909225,6945.6101225

14.7351007216,1,0.231652772265,0.486773581102,-7566.5989075,7046.71934

14.7701538627,1,0.229208909978,0.483507062588,-8358.495475,7359.32075

14.80440688,1,0.235252290797,0.477975395203,-9339.9783025,7006.98578

14.8347487738,1,0.242379303624,0.474688126846,-10321.46113,6654.65081

14.8691713402,1,0.241238808304,0.474042224764,-10878.0603925,7294.7211125

14.9022091874,1,0.2378618994,0.474271168901,-11386.106815,8064.322655

14.9350483379,1,0.232028408784,0.474437673727,-11566.07464,8780.64008

14.9706162842,1,0.229543828585,0.475046884017,-11764.8508,9610.6798175

15.0016766063,1,0.218706248375,0.490853961545,-11811.566155,9753.9010475

15.0363052589,1,0.218165377468,0.493041108725,-11519.7585925,9837.8240225

15.0692651054,1,0.232404517851,0.47544119427,-11168.385025,9664.1462975

15.1018140108,1,0.231237087278,0.474635366578,-11072.7055975,9296.8922075

15.1344877175,1,0.227059799692,0.479938912229,-11051.18608,9171.32729

15.1672480462,1,0.224578369815,0.478603710529,-11186.6455075,8972.3000075

15.2004000209,1,0.222831555648,0.470471543937,-11307.2503675,9166.730675

15.2341267381,1,0.221942377265,0.46872526763,-11232.643045,9263.9480225

15.2745196486,1,0.22825207843,0.467117660998,-11476.2446275,8815.0676

15.3066801923,1,0.222380665812,0.459776771903,-11848.3989475,8386.5391025

15.3430421044,1,0.223003641987,0.457807877631,-12306.29512,7872.0290375

15.3734788308,1,0.239093517784,0.464941521356,-12828.137665,7339.8184025

15.4049000092,1,0.238589426886,0.467652222466,-13217.0817775,7156.12397

15.4413345852,1,0.232121382662,0.456812391326,-13528.8060925,6658.1597975

15.4722898115,1,0.233888398268,0.446602520317,-13754.788555,6246.1771925

15.5089969797,1,0.235854986773,0.449020066652,-13844.3525275,6608.306255

15.5415212534,1,0.237509890296,0.455125834076,-14067.37183,6521.41742

15.5741387174,1,0.240950081293,0.454636567993,-14224.744075,6533.49407

15.6126883462,1,0.234636757258,0.456141500867,-14227.50541,6595.15739

15.6448809113,1,0.235430008336,0.457354101368,-14196.1688275,6032.97914

15.6760163605,1,0.230610882023,0.462972690346,-13819.9916875,5760.657815

15.7082204204,1,0.229153031141,0.466076689522,-13627.4600425,5732.088935

15.7453795826,1,0.288865415596,0.466068085929,-13522.225585,5241.04151

15.7757871613,1,0.437205533071,0.491441093497,-13841.266315,5475.15275

15.8088812512,1,0.603219586998,0.501281832415,-14488.21714,5573.6910725

15.8444738293,1,0.675405868286,0.483590568048,-15884.333095,5615.072195

15.8794272115,1,0.683012360121,0.477746198019,-17552.9152075,5585.585315

15.9121559293,1,0.684380111794,0.478023980198,-18933.863935,4832.20913

15.9526145246,1,0.68428008907,0.483554002778,-20058.14839,4133.3877275

15.9795145313,1,0.687305382661,0.487790449866,-20264.75626,3470.568935

16.0110592794,1,0.727021413288,0.469163924343,-19817.566645,2601.3333875

16.0510810703,1,0.767101699896,0.447949488695,-19320.0165175,2406.8014925

16.0807135676,1,0.762113637565,0.443158489437,-18920.2942975,2371.3011275

16.1100237984,1,0.763512931837,0.441333895131,-18360.178645,2480.21357

16.1500394314,1,0.76658095167,0.445646446059,-17824.47043,2743.71044

16.1799465736,1,0.755623462329,0.443999680426,-16986.4528,2471.801495

16.2121654126,1,0.751857724933,0.443548434632,-16008.7607725,2281.0501625

